loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,mort_acc,credit_score,loan_default
5000,36,12.444606621706779,C,C2,4 years,MORTGAGE,29464.27,other,20.9,0,3,4,2,56.7,14,0,664,0
30000,36,10.323788135316889,B,B4,10+ years,MORTGAGE,82376.7,debt_consolidation,19.06,0,0,21,0,85.4,21,2,725,0
10000,36,9.694897394328498,B,B2,6 years,MORTGAGE,70034.86,other,9.07,0,1,25,1,93.7,31,2,735,1
10000,36,12.899234531340499,C,C3,6 years,MORTGAGE,49417.9,major_purchase,27.37,0,0,20,0,62.9,33,1,664,0
20000,36,19.90027959086954,E,E5,10+ years,RENT,122507.58,debt_consolidation,21.13,0,3,2,0,5.8,16,0,647,0
30000,36,21.563432395296818,F,F2,5 years,OWN,43919.58,other,9.95,0,0,29,3,14.7,38,3,565,1
5000,36,10.117190459584425,B,B5,9 years,RENT,54251.13,debt_consolidation,3.48,0,3,25,0,,25,0,707,0
10000,36,6.555484636212801,A,A2,< 1 year,RENT,26106.77,credit_card,5.52,0,4,16,2,79.6,29,1,724,0
25000,60,17.241962918577087,D,D4,3 years,MORTGAGE,20000.0,debt_consolidation,3.16,1,0,25,0,22.1,32,4,647,0
20000,36,13.287398623039078,C,C1,5 years,RENT,102338.63,debt_consolidation,,0,0,23,3,67.9,24,1,689,0
20000,36,9.020436243101814,B,B2,4 years,RENT,37384.65,debt_consolidation,4.35,0,1,21,0,73.8,23,1,733,0
5000,36,17.430918162690315,D,D5,< 1 year,RENT,108431.62,other,15.29,0,0,10,0,10.8,21,0,629,1
30000,60,12.804861897212001,C,C3,5 years,RENT,43853.69,credit_card,23.93,1,1,22,0,1.2,28,2,704,0
20000,36,17.031866174559134,D,D3,3 years,RENT,50751.15,debt_consolidation,21.25,0,3,5,1,8.9,9,2,680,0
30000,36,9.011066986324781,B,B3,5 years,RENT,61305.69,major_purchase,40.56,0,0,8,0,63.0,19,0,684,0
35000,60,12.834156940080554,C,C2,10+ years,OWN,39196.97,home_improvement,40.73,1,0,4,0,30.3,14,0,708,0
25000,36,9.97656931611875,B,B5,1 year,RENT,20554.23,debt_consolidation,8.26,0,2,15,0,61.4,17,3,735,0
5000,36,16.89251835078951,D,D2,6 years,RENT,32118.76,other,39.02,0,2,13,0,56.0,27,4,621,0
25000,60,7.377987268926946,A,A1,4 years,MORTGAGE,30637.55,debt_consolidation,25.37,0,0,19,0,38.6,32,0,723,0
20000,60,20.095644076151203,E,E5,3 years,MORTGAGE,53097.25,debt_consolidation,33.21,2,2,16,0,85.9,23,2,634,1
10000,60,19.148367359588192,E,E1,4 years,OWN,105894.47,debt_consolidation,35.59,0,1,13,0,39.7,19,2,615,1
10000,60,17.22658774566405,D,D5,1 year,MORTGAGE,35053.29,medical,18.1,0,0,24,0,34.6,32,1,635,0
10000,36,7.34213860976752,A,A2,6 years,OWN,51034.18,home_improvement,19.11,1,0,20,0,14.4,33,0,744,0
30000,60,10.40819332518351,B,B1,5 years,MORTGAGE,62522.49,small_business,33.97,2,0,11,0,72.5,25,0,700,1
25000,36,13.800919553417287,C,C2,10+ years,RENT,33640.85,medical,37.04,2,0,8,0,37.7,20,3,709,0
25000,36,13.39073536150496,C,C4,< 1 year,MORTGAGE,68268.68,debt_consolidation,19.76,0,0,15,0,89.6,19,1,664,0
25000,36,22.59163004429182,F,F3,8 years,RENT,104850.39,debt_consolidation,11.11,0,0,27,0,40.5,35,2,565,0
20000,36,9.79570546435181,B,B1,< 1 year,OWN,68605.49,other,30.13,0,1,23,0,20.8,31,1,730,0
30000,36,19.13942908801355,E,E2,5 years,MORTGAGE,52568.06,credit_card,35.08,0,0,22,0,59.9,25,0,641,0
10000,36,7.1321913697932855,A,A2,4 years,OWN,32709.68,debt_consolidation,34.42,0,2,3,0,61.3,12,1,774,0
10000,36,8.955136499098844,B,B4,2 years,RENT,50453.07,debt_consolidation,17.57,0,2,19,0,49.5,29,1,739,1
20000,60,6.36260710765463,A,A5,10+ years,OWN,34485.3,debt_consolidation,8.2,0,0,17,0,61.8,24,2,722,0
25000,60,16.187002448828697,D,D2,6 years,OWN,38101.4,debt_consolidation,22.52,3,0,13,0,81.4,24,2,666,0
30000,36,5.844296958359559,A,A5,10+ years,OWN,50349.21,debt_consolidation,12.73,3,0,26,0,12.7,32,1,736,0
35000,36,10.097818233966237,B,B3,6 years,RENT,47815.48,debt_consolidation,14.18,0,2,20,0,43.1,34,2,705,0
25000,36,19.443853118924206,E,E1,10+ years,RENT,,credit_card,30.82,0,3,8,0,97.8,12,0,617,1
10000,36,13.05397483206788,C,C2,10+ years,RENT,38072.09,debt_consolidation,14.54,1,0,20,1,47.2,28,2,710,0
10000,36,6.504080353118481,A,A5,< 1 year,RENT,68404.19,major_purchase,36.14,1,1,2,0,30.1,11,0,751,0
15000,36,6.878736591659034,A,A5,3 years,MORTGAGE,40996.95,small_business,,2,0,21,0,31.3,32,1,733,0
20000,36,12.351792533747808,C,C4,10+ years,RENT,31363.79,debt_consolidation,7.66,0,1,16,0,56.5,26,1,655,0
20000,36,9.501614796783162,B,B2,3 years,RENT,77962.36,small_business,20.35,0,0,14,0,47.9,21,2,715,0
5000,36,9.020498921819433,B,B4,5 years,OWN,69656.98,debt_consolidation,15.76,0,0,4,0,42.6,14,0,730,0
15000,60,17.443313930441324,D,D4,2 years,RENT,37794.75,debt_consolidation,14.41,1,0,3,0,50.3,11,1,663,0
25000,36,8.620353441436933,B,B4,10+ years,RENT,20000.0,credit_card,8.98,1,5,12,0,39.7,23,1,736,0
10000,60,13.856802465041802,C,C3,4 years,RENT,106124.09,debt_consolidation,10.79,0,0,27,0,67.4,41,0,652,0
20000,36,8.61983110467071,B,B3,7 years,OWN,86362.97,credit_card,33.93,0,2,18,0,19.6,29,4,704,1
10000,36,8.718533218282024,B,B5,5 years,MORTGAGE,108286.78,debt_consolidation,34.4,0,2,4,2,28.0,18,1,717,0
20000,60,7.312528961478004,A,A5,8 years,RENT,111824.91,home_improvement,19.03,0,2,9,0,75.4,21,0,772,0
25000,60,9.795704289641316,B,B3,8 years,OWN,54657.24,medical,13.01,3,1,23,2,56.5,27,3,699,0
10000,60,6.148830270494572,A,A2,2 years,RENT,42198.99,major_purchase,28.09,0,1,16,1,47.3,29,1,761,0
25000,36,9.676727970639806,B,B3,3 years,OWN,20000.0,other,29.71,0,1,20,0,99.4,26,1,692,1
20000,36,21.332305264885644,F,F3,3 years,RENT,58767.78,home_improvement,24.77,0,3,8,0,43.5,15,2,596,0
15000,60,18.629734301144197,E,E4,10+ years,MORTGAGE,41373.4,major_purchase,33.94,0,1,20,0,90.8,28,1,637,0
30000,36,8.59845723494141,B,B2,5 years,RENT,33870.35,debt_consolidation,18.93,0,1,2,1,39.4,3,0,729,0
25000,36,12.5400456475666,C,C1,7 years,MORTGAGE,23974.36,home_improvement,29.22,0,1,6,0,94.1,6,1,677,1
20000,60,12.358799233189073,C,C5,4 years,RENT,29196.65,debt_consolidation,23.07,0,2,20,0,0.3,21,0,678,0
5000,36,19.306639255000924,E,E5,< 1 year,RENT,24159.98,other,14.35,0,0,14,2,99.5,24,1,643,0
15000,36,10.25333416625809,B,B1,6 years,MORTGAGE,98298.21,major_purchase,5.9,0,0,24,0,10.4,34,0,713,0
15000,36,9.25710978265742,B,B2,4 years,MORTGAGE,105808.46,debt_consolidation,8.52,0,0,25,0,97.8,27,1,701,0
10000,60,9.297128512881846,B,B3,10+ years,RENT,34704.87,debt_consolidation,22.09,0,0,28,0,49.6,42,0,696,1
20000,36,5.741546000944586,A,A4,10+ years,RENT,112958.85,other,8.99,3,1,21,0,98.0,29,3,763,0
30000,60,10.477405911008113,B,B4,8 years,OTHER,57620.66,credit_card,43.32,0,5,8,0,3.4,10,4,723,0
10000,60,18.790491966143836,E,E2,1 year,MORTGAGE,130738.08,other,16.27,0,0,6,0,59.9,18,0,622,0
25000,60,21.676616225510728,F,F2,8 years,RENT,,debt_consolidation,6.98,0,0,6,0,8.7,13,3,569,0
20000,36,7.39148395898825,A,A3,5 years,RENT,79165.8,debt_consolidation,41.98,0,0,2,1,90.0,5,0,729,0
20000,36,12.909850185704482,C,C2,10+ years,OWN,62755.78,credit_card,37.76,0,0,7,0,7.4,16,1,664,0
30000,36,9.176203225686777,B,B3,6 years,RENT,35135.41,home_improvement,11.31,0,0,8,0,25.8,17,0,680,0
15000,36,13.430324108057789,C,C2,3 years,MORTGAGE,24533.93,home_improvement,30.07,3,1,5,0,27.8,11,3,679,0
20000,36,12.066055717816557,C,C1,7 years,MORTGAGE,61262.19,debt_consolidation,32.49,2,4,27,0,16.4,35,2,675,1
10000,60,6.142394031671845,A,A4,6 years,OTHER,51164.0,other,22.24,3,0,29,0,10.6,41,0,743,0
10000,36,19.66046393401503,E,E4,4 years,RENT,257731.95,debt_consolidation,26.47,0,0,11,0,40.1,12,2,647,0
20000,60,25.98201809474879,G,G2,8 years,RENT,84847.56,major_purchase,37.94,0,0,14,0,91.8,26,0,544,1
5000,36,17.435091472902254,D,D3,5 years,MORTGAGE,32640.16,debt_consolidation,22.06,1,3,11,0,42.6,23,2,669,0
10000,36,16.75237468847966,D,D3,5 years,MORTGAGE,51501.62,debt_consolidation,20.55,1,0,18,1,74.1,32,1,631,0
10000,36,12.680225372563536,C,C1,10+ years,MORTGAGE,43433.54,medical,,0,3,6,2,27.6,17,0,687,0
10000,60,9.600106009555292,B,B3,6 years,OWN,52913.08,other,42.47,0,0,15,1,36.4,26,0,732,0
15000,36,7.367738553838043,A,A3,5 years,RENT,24664.52,credit_card,41.52,2,2,21,0,7.7,34,0,771,0
10000,36,13.334345443121672,C,C5,10+ years,RENT,93386.84,home_improvement,27.74,4,5,3,0,83.9,6,2,686,1
10000,36,5.798409615489331,A,A2,9 years,MORTGAGE,42739.31,home_improvement,24.55,0,4,4,0,39.2,11,1,732,0
20000,60,20.443088018147655,E,E4,1 year,MORTGAGE,80224.97,home_improvement,28.19,0,1,25,1,52.0,38,1,613,1
20000,60,13.804411463031162,C,C2,6 years,MORTGAGE,37715.66,debt_consolidation,2.57,0,0,20,0,15.5,23,0,675,0
35000,36,12.433555450919743,C,C1,3 years,RENT,42680.31,debt_consolidation,40.05,1,0,17,0,58.7,20,1,701,1
30000,60,9.813691186207272,B,B2,8 years,OWN,77340.39,other,1.65,0,0,15,0,9.6,16,2,703,0
30000,36,25.756452532392753,G,G5,4 years,MORTGAGE,20000.0,debt_consolidation,3.25,0,1,5,0,48.9,8,0,580,0
25000,36,5.9410401145046645,A,A2,7 years,MORTGAGE,97965.47,small_business,1.78,0,2,24,1,89.6,27,1,778,0
10000,36,7.347284144832043,A,A5,5 years,OWN,130862.5,major_purchase,32.81,0,4,29,0,94.5,37,0,726,0
10000,60,5.860099491908231,A,A4,5 years,MORTGAGE,129342.51,debt_consolidation,12.62,0,0,9,0,92.9,17,2,777,0
35000,36,16.214339392584936,D,D4,10+ years,RENT,35576.27,credit_card,18.4,0,0,29,1,91.6,43,1,654,0
35000,36,25.88624787031548,G,G4,10+ years,MORTGAGE,64928.44,debt_consolidation,11.17,1,1,17,0,58.5,26,2,566,0
20000,36,10.393332643094448,B,B3,10+ years,MORTGAGE,41450.4,credit_card,41.5,0,1,25,0,24.9,25,0,698,0
20000,60,21.046568153771847,F,F4,8 years,MORTGAGE,22209.91,debt_consolidation,44.8,0,2,19,1,79.5,19,0,580,0
5000,36,10.232786951304648,B,B1,9 years,RENT,57138.45,home_improvement,19.79,0,0,29,0,6.6,29,0,712,0
10000,60,16.88744650122547,D,D4,2 years,MORTGAGE,22607.21,home_improvement,36.75,0,0,13,0,97.3,19,2,632,1
20000,36,7.243441206258957,A,A4,< 1 year,RENT,,debt_consolidation,11.37,2,0,25,0,77.1,38,2,763,0
10000,36,12.92383071088334,C,C1,2 years,OWN,88545.24,debt_consolidation,29.19,3,1,12,1,51.0,23,0,690,0
15000,60,17.463015116449018,D,D3,4 years,OWN,117564.39,small_business,5.97,0,0,18,0,96.9,24,4,620,0
25000,36,13.496463507770937,C,C3,1 year,OTHER,73677.96,home_improvement,38.88,0,1,21,0,,33,1,662,1
25000,36,10.018718219872278,B,B2,5 years,RENT,42268.78,credit_card,19.38,0,1,2,0,3.1,12,2,711,0
30000,36,19.35387747121789,E,E1,5 years,RENT,48370.29,credit_card,32.6,2,0,15,1,64.9,18,1,635,0
10000,36,24.784643372922893,G,G1,7 years,MORTGAGE,58318.97,other,28.83,0,0,20,0,66.5,33,0,547,1
15000,60,12.411115630368373,C,C2,10+ years,RENT,130315.89,major_purchase,35.17,0,2,23,0,5.1,29,3,704,0
20000,36,15.616486300952277,D,D2,10+ years,RENT,131142.49,home_improvement,17.01,0,2,12,1,45.3,12,0,652,0
20000,36,20.302926043569677,E,E2,8 years,OTHER,51510.19,home_improvement,27.12,0,0,23,0,,36,4,622,0
35000,60,9.68138586017367,B,B4,10+ years,RENT,97707.27,debt_consolidation,27.51,0,0,4,0,83.1,11,2,686,0
10000,60,19.616231210252547,E,E3,2 years,MORTGAGE,39750.7,major_purchase,8.96,0,0,20,1,,27,0,628,0
5000,36,9.176053396754936,B,B1,6 years,MORTGAGE,70386.54,home_improvement,8.41,0,0,13,1,,19,1,729,0
15000,60,19.979399081004562,E,E1,10+ years,MORTGAGE,43929.11,credit_card,31.94,0,4,11,0,20.6,20,2,602,0
20000,36,6.313762279478839,A,A4,10+ years,OWN,62715.33,credit_card,10.49,0,3,19,0,44.5,30,3,753,0
15000,36,10.118643695696777,B,B5,10+ years,MORTGAGE,33086.02,credit_card,28.2,2,4,20,1,27.1,26,0,680,0
15000,36,12.159647703877514,C,C5,10+ years,RENT,23104.01,debt_consolidation,43.23,0,2,17,0,70.8,27,0,662,0
10000,36,12.494863088628707,C,C4,< 1 year,MORTGAGE,25648.58,debt_consolidation,12.19,0,2,8,0,65.1,12,4,654,0
15000,36,19.066819106728765,E,E2,10+ years,RENT,76868.11,debt_consolidation,39.49,0,1,7,0,50.1,10,1,636,0
25000,36,24.04666038421872,G,G4,1 year,MORTGAGE,27762.58,debt_consolidation,23.63,0,1,12,0,95.5,13,1,590,1
10000,36,6.8268828474448116,A,A1,10+ years,RENT,44147.59,credit_card,26.45,0,2,22,0,94.1,34,0,722,0
30000,36,9.903238753000359,B,B1,2 years,RENT,92432.98,credit_card,12.06,0,0,4,0,,12,2,722,0
20000,36,9.326784035674287,B,B1,9 years,MORTGAGE,106107.72,small_business,41.66,0,1,3,0,27.1,11,3,716,0
10000,36,13.590906458709217,C,C1,10+ years,RENT,30102.25,credit_card,32.01,0,2,10,0,64.5,10,1,692,0
5000,60,13.907460673373773,C,C2,1 year,RENT,20000.0,small_business,31.93,1,1,21,1,58.6,33,0,680,1
5000,36,19.973404179500708,E,E1,< 1 year,RENT,33451.64,credit_card,38.53,0,2,9,0,68.0,23,0,650,1
5000,36,19.846546816257558,E,E5,9 years,MORTGAGE,61103.21,major_purchase,,3,0,18,0,,22,3,592,0
20000,36,6.399242026061453,A,A4,7 years,MORTGAGE,81040.02,small_business,4.52,1,1,11,3,43.5,12,0,729,0
35000,36,13.106962909574397,C,C4,4 years,RENT,26692.67,home_improvement,3.72,0,4,13,0,95.3,19,1,665,0
10000,36,16.076223113765455,D,D1,4 years,MORTGAGE,20000.0,debt_consolidation,39.68,1,3,4,0,81.3,11,0,667,0
10000,36,12.488221917546234,C,C5,1 year,MORTGAGE,31423.94,credit_card,40.59,1,1,4,0,86.0,10,4,654,0
30000,60,5.552421361978173,A,A1,9 years,RENT,39675.73,credit_card,19.28,1,0,4,0,79.9,10,1,727,0
20000,60,9.461733405592142,B,B5,10+ years,MORTGAGE,189580.94,major_purchase,29.98,0,2,6,0,18.6,17,2,724,0
15000,60,12.450156918320662,C,C4,2 years,OWN,57866.81,debt_consolidation,38.2,0,3,15,0,81.6,29,2,675,0
15000,36,9.43472698210956,B,B2,6 years,RENT,79951.98,small_business,,0,0,5,0,12.3,12,0,723,0
10000,36,17.124713165844376,D,D1,9 years,MORTGAGE,104828.8,other,11.85,0,0,14,0,,14,2,642,0
10000,60,9.234265789627663,B,B4,3 years,MORTGAGE,41368.47,other,43.54,3,1,20,0,46.9,32,1,685,0
35000,60,12.643793842994384,C,C5,10+ years,RENT,57542.32,other,,0,3,12,0,43.0,13,3,686,1
20000,60,12.893666679994599,C,C3,3 years,RENT,63057.24,debt_consolidation,22.56,0,0,19,3,82.7,22,2,656,0
10000,36,19.490987332706467,E,E1,10+ years,RENT,77947.04,debt_consolidation,26.5,0,1,17,1,,28,3,619,0
35000,36,6.04533757060521,A,A3,1 year,RENT,50153.83,small_business,16.92,0,1,9,0,3.1,15,2,773,0
15000,36,6.699840895577651,A,A3,< 1 year,OTHER,101354.73,other,22.14,1,0,9,0,79.7,21,3,731,0
10000,36,8.557990484983431,B,B2,5 years,MORTGAGE,105040.13,debt_consolidation,,0,0,18,0,46.3,23,1,692,0
35000,36,12.97224561413067,C,C5,< 1 year,MORTGAGE,45704.0,home_improvement,32.39,0,0,11,0,18.0,19,3,707,0
20000,36,9.798045406439762,B,B2,10+ years,MORTGAGE,85429.65,debt_consolidation,35.79,0,0,27,0,8.9,30,3,698,0
25000,36,16.43252931245328,D,D2,9 years,RENT,68427.3,credit_card,12.72,0,0,16,0,97.5,19,2,642,1
5000,36,10.456525135262863,B,B4,< 1 year,RENT,267554.66,credit_card,11.94,0,0,14,1,37.7,28,1,721,0
10000,36,5.810069773354285,A,A4,1 year,RENT,92754.94,major_purchase,11.26,0,1,12,0,50.1,25,0,727,0
35000,60,12.906105044018071,C,C4,5 years,MORTGAGE,68305.64,debt_consolidation,24.09,3,2,21,0,73.3,30,0,653,0
10000,60,19.08359224405419,E,E3,10+ years,RENT,38500.56,debt_consolidation,7.26,0,2,20,0,89.1,29,0,641,0
30000,36,20.306447417030572,E,E2,10+ years,MORTGAGE,29123.91,credit_card,43.44,2,5,16,2,14.9,25,0,647,0
25000,36,15.859211426594683,D,D2,4 years,MORTGAGE,74358.14,other,36.93,0,0,22,0,31.2,28,3,680,0
15000,36,13.04285199027539,C,C1,3 years,MORTGAGE,20000.0,debt_consolidation,,0,0,23,0,37.7,36,0,651,0
30000,36,16.34864037737544,D,D1,9 years,RENT,143538.38,credit_card,11.02,0,0,9,0,48.0,11,0,652,1
30000,36,17.33445177718638,D,D3,3 years,MORTGAGE,20000.0,credit_card,29.12,0,0,10,0,56.6,11,0,671,0
30000,36,9.615207527077452,B,B3,8 years,OWN,29216.82,other,40.82,0,3,22,1,21.3,32,2,731,0
15000,36,12.931317377490693,C,C4,< 1 year,MORTGAGE,98716.8,credit_card,19.86,0,0,11,1,58.7,21,3,672,1
20000,36,19.673149813746655,E,E5,10+ years,RENT,53037.4,debt_consolidation,21.81,2,4,4,0,3.6,12,0,619,1
15000,60,9.922836609876887,B,B3,2 years,MORTGAGE,60464.87,medical,1.83,0,0,2,0,94.6,6,1,689,1
10000,36,15.563971615963686,D,D1,4 years,RENT,,other,,0,3,20,0,88.1,26,2,628,1
30000,36,12.493526593927282,C,C1,9 years,RENT,50183.44,debt_consolidation,33.38,0,2,9,0,15.4,9,0,673,0
35000,36,12.471450657077664,C,C2,2 years,OWN,81676.97,debt_consolidation,43.49,0,1,3,1,7.2,7,1,664,0
5000,60,6.331159300129423,A,A2,10+ years,RENT,32880.81,home_improvement,10.03,0,2,2,0,72.5,4,3,779,0
25000,60,16.652740282339412,D,D1,4 years,MORTGAGE,46293.85,medical,,4,1,19,0,,26,0,624,1
35000,60,20.33177882386621,E,E4,6 years,RENT,54348.73,debt_consolidation,9.38,3,3,13,0,78.1,22,0,622,0
20000,36,6.631540192512519,A,A2,10+ years,MORTGAGE,46051.86,home_improvement,6.84,4,0,24,0,2.2,33,0,753,0
5000,36,8.862909729249749,B,B4,10+ years,OWN,85008.68,other,41.25,0,1,12,0,70.2,23,0,683,0
5000,36,6.551712938136861,A,A2,10+ years,OWN,71372.18,debt_consolidation,5.77,3,0,28,3,58.7,33,0,746,0
20000,36,6.357148363866312,A,A1,10+ years,MORTGAGE,50880.06,credit_card,30.24,3,0,19,1,71.0,26,4,777,0
35000,36,25.29147020819686,G,G1,9 years,MORTGAGE,20000.0,debt_consolidation,18.72,0,0,9,0,74.5,9,0,536,0
10000,36,13.273652810481018,C,C3,1 year,MORTGAGE,110095.0,debt_consolidation,41.86,2,5,6,3,86.7,7,0,658,0
15000,36,9.82028896183467,B,B3,3 years,RENT,31124.56,debt_consolidation,23.23,1,4,5,0,17.2,9,0,690,1
25000,36,10.494583376165107,B,B3,8 years,RENT,157256.3,debt_consolidation,28.83,0,0,11,0,92.3,16,0,683,0
25000,36,24.055210719372834,G,G5,8 years,MORTGAGE,32633.54,credit_card,34.28,1,1,3,0,58.7,13,0,583,0
35000,36,10.024477318385117,B,B4,7 years,RENT,63100.55,debt_consolidation,15.82,1,0,25,0,39.4,36,0,682,0
30000,60,17.209690747790127,D,D4,1 year,MORTGAGE,79344.62,major_purchase,42.29,0,1,11,0,34.4,23,3,637,1
20000,36,8.990280746920414,B,B1,3 years,RENT,48147.93,debt_consolidation,3.34,0,0,8,0,99.8,18,2,730,0
35000,60,7.0147865392331505,A,A3,7 years,RENT,65327.69,home_improvement,5.8,0,1,17,2,48.7,17,0,780,0
20000,36,15.70996563569762,D,D4,5 years,RENT,45728.78,credit_card,30.01,0,3,14,0,45.3,24,2,629,0
20000,60,6.585065647352104,A,A3,7 years,MORTGAGE,168301.35,debt_consolidation,19.57,0,4,16,0,44.6,23,0,741,0
5000,36,16.144790246745977,D,D5,3 years,MORTGAGE,61164.51,credit_card,15.39,0,1,9,0,97.4,16,2,630,0
15000,36,8.955999883110337,B,B3,6 years,RENT,50521.72,credit_card,34.03,0,0,11,0,88.4,11,1,691,1
5000,36,16.794336748799413,D,D2,< 1 year,RENT,62726.14,home_improvement,34.52,0,2,9,0,14.5,19,0,677,0
30000,36,16.305248318376286,D,D5,< 1 year,MORTGAGE,106866.59,debt_consolidation,39.14,0,0,2,0,97.4,5,0,640,1
5000,36,15.832121120444297,D,D2,3 years,MORTGAGE,68477.05,debt_consolidation,7.8,0,2,29,0,43.3,39,3,657,0
15000,60,6.713192323941599,A,A3,< 1 year,RENT,60478.84,debt_consolidation,36.5,0,1,22,0,40.4,30,0,729,0
35000,36,16.513622562634218,D,D1,4 years,RENT,22907.32,debt_consolidation,30.35,0,3,29,0,16.1,37,0,637,0
25000,60,24.084483097640305,G,G1,3 years,RENT,108359.31,other,38.38,0,5,20,0,14.7,31,1,552,1
25000,60,10.141518022759712,B,B1,5 years,MORTGAGE,66847.34,debt_consolidation,26.79,0,3,3,0,30.5,13,0,715,0
25000,36,10.473499491415868,B,B3,1 year,MORTGAGE,41471.96,other,39.7,0,2,5,0,16.1,13,3,734,0
5000,36,19.184518179603185,E,E5,5 years,RENT,65908.95,credit_card,34.89,0,2,8,2,32.7,9,2,604,0
10000,36,7.474595502622743,A,A1,2 years,MORTGAGE,124808.22,home_improvement,41.91,0,0,26,0,46.8,27,1,759,0
25000,60,17.491642138245084,D,D5,5 years,RENT,83202.62,debt_consolidation,29.16,0,0,26,0,36.0,39,0,650,0
30000,36,16.428739110341628,D,D5,2 years,MORTGAGE,176509.7,debt_consolidation,18.55,0,3,7,0,75.8,13,3,668,1
15000,36,7.3413500106096174,A,A1,8 years,MORTGAGE,91547.39,major_purchase,17.87,0,2,18,0,20.5,20,1,740,0
10000,36,13.56456883495102,C,C1,2 years,MORTGAGE,20000.0,major_purchase,18.29,0,3,9,0,19.5,14,2,675,1
10000,36,13.66897133836892,C,C5,< 1 year,MORTGAGE,115446.57,credit_card,30.54,0,2,24,0,49.7,34,0,687,1
20000,60,8.745015497332027,B,B3,10+ years,RENT,20000.0,debt_consolidation,15.08,0,0,9,2,85.0,10,2,707,0
10000,36,20.060641709387816,E,E1,8 years,MORTGAGE,121852.21,debt_consolidation,0.48,0,1,14,0,45.6,24,0,636,1
5000,36,5.973079878835488,A,A5,10+ years,MORTGAGE,92140.04,debt_consolidation,4.44,0,0,3,0,85.1,3,1,720,0
15000,36,9.994959829177835,B,B3,< 1 year,RENT,148446.18,credit_card,35.81,0,2,23,2,48.6,37,2,701,0
20000,60,18.97179610090821,E,E4,8 years,RENT,70666.88,other,41.54,1,1,24,0,63.8,29,0,600,1
20000,60,10.06784459860598,B,B4,6 years,MORTGAGE,64326.6,debt_consolidation,3.22,0,0,8,0,54.9,19,1,688,0
15000,60,20.28751921329348,E,E2,10+ years,RENT,113913.16,home_improvement,14.64,0,1,19,3,99.4,30,0,593,0
15000,60,6.503482533806058,A,A2,8 years,RENT,26740.06,other,23.71,0,0,19,0,47.4,33,1,741,0
10000,60,12.866461317285967,C,C1,2 years,RENT,55502.68,other,34.54,2,2,9,0,68.7,17,0,663,0
20000,36,5.791385580325703,A,A3,2 years,RENT,47192.7,debt_consolidation,31.39,4,4,28,0,72.7,35,3,766,0
10000,60,15.971967197187757,D,D5,2 years,RENT,41869.43,home_improvement,44.51,0,1,16,0,84.2,28,4,650,0
30000,36,20.484430824320842,E,E4,7 years,RENT,38467.97,credit_card,26.32,0,1,24,0,67.6,33,2,638,0
10000,60,19.96161250546852,E,E4,5 years,RENT,59565.49,home_improvement,18.93,1,1,17,0,94.1,21,0,644,0
25000,36,25.53818464675268,G,G1,10+ years,RENT,83364.86,other,40.92,0,1,27,1,84.1,28,0,577,1
15000,36,17.12801589852345,D,D3,9 years,RENT,132241.22,medical,13.38,1,2,12,0,,26,1,645,1
20000,36,16.66728150842805,D,D5,1 year,RENT,45666.62,medical,9.48,0,3,5,0,96.2,18,2,679,0
25000,36,12.882228554656736,C,C1,10+ years,RENT,43455.14,debt_consolidation,12.2,4,0,7,0,31.8,11,1,673,1
10000,60,21.69617529634777,F,F2,9 years,RENT,20000.0,small_business,13.95,0,2,29,0,59.8,40,3,610,0
15000,60,15.554529200164932,D,D4,< 1 year,MORTGAGE,130444.96,other,21.57,0,1,14,0,8.6,19,0,630,0
10000,60,20.11944075386376,E,E1,10+ years,RENT,23985.02,credit_card,13.02,0,0,18,0,59.9,23,0,649,1
20000,36,10.22976630378155,B,B2,8 years,RENT,72276.55,debt_consolidation,38.34,2,3,26,0,16.8,37,2,698,0
30000,60,12.685890560865221,C,C5,4 years,RENT,64572.42,debt_consolidation,44.61,0,2,12,1,52.1,17,1,688,1
20000,36,16.53004178494441,D,D1,< 1 year,MORTGAGE,98146.11,debt_consolidation,43.42,0,3,16,0,23.8,17,2,641,0
25000,36,9.65604470784149,B,B3,10+ years,RENT,31960.35,debt_consolidation,30.7,0,2,23,0,91.9,33,0,693,1
10000,60,9.81492821638734,B,B2,2 years,OWN,76457.16,credit_card,31.53,0,1,7,0,10.8,14,2,700,0
15000,60,25.299772817880637,G,G2,5 years,OTHER,143931.58,debt_consolidation,2.32,0,2,16,0,47.9,23,0,567,1
25000,36,12.393443545669523,C,C2,10+ years,MORTGAGE,62286.96,debt_consolidation,21.91,0,1,3,0,77.8,16,3,656,0
10000,36,9.87333661156272,B,B2,9 years,RENT,32025.8,credit_card,27.09,0,1,29,0,41.2,42,0,692,0
10000,60,10.00507194883758,B,B4,6 years,RENT,22464.47,debt_consolidation,41.13,0,1,10,3,46.0,10,0,736,0
10000,60,8.534533441071668,B,B1,4 years,MORTGAGE,132371.09,credit_card,3.89,1,0,16,0,83.1,25,1,685,0
10000,36,16.73576783127691,D,D1,8 years,MORTGAGE,41626.3,credit_card,23.03,0,5,24,1,52.2,27,3,664,0
35000,60,21.833435397650398,F,F2,7 years,RENT,46895.89,credit_card,19.45,0,0,26,0,67.5,26,0,578,1
